image_name,min_value,max_value,min_angle,max_angle
v_0498_f_0000_rgba.png,"[711, 521]","[711, 521]","[-0.489416, -0.407727, -0.0102]","[0.489416, -0.407727, -0.0102]"
v_0440_f_0000_rgba.png,"[498, 504]","[498, 504]","[-0.630648, -0.0897358, -0.0102]","[0.630648, -0.0897358, -0.0102]"
v_0161_f_0000_rgba.png,"[303, 438]","[303, 438]","[-0.502497, -0.391492, -0.0102]","[0.502497, -0.391492, -0.0102]"
v_0392_f_0000_rgba.png,"[351, 625]","[351, 625]","[-0.630008, -0.0941189, -0.0102]","[0.630009, -0.0941188, -0.0102]"
v_0048_f_0000_rgba.png,"[601, 440]","[601, 440]","[-0.281141, -0.571602, -0.0102]","[0.281141, -0.571602, -0.0102]"
v_0342_f_0000_rgba.png,"[396, 751]","[396, 751]","[-0.636595, -0.022702, -0.0102]","[0.636595, -0.0227021, -0.0102]"
v_0122_f_0000_rgba.png,"[626, 550]","[626, 550]","[-0.318031, -0.551929, -0.0102]","[0.318031, -0.551929, -0.0102]"
v_0101_f_0000_rgba.png,"[461, 506]","[461, 506]","[-0.602249, -0.207523, -0.0102]","[0.602249, -0.207523, -0.0102]"
v_0486_f_0000_rgba.png,"[756, 356]","[756, 356]","[-0.636966, -0.00661819, -0.0102]","[0.636966, -0.00661824, -0.0102]"
v_0072_f_0000_rgba.png,"[375, 739]","[375, 739]","[-0.542586, -0.33372, -0.0102]","[0.542586, -0.33372, -0.0102]"
v_0699_f_0000_rgba.png,"[301, 302]","[301, 302]","[-0.543314, -0.332534, -0.0102]","[0.543314, -0.332534, -0.0102]"
v_0706_f_0000_rgba.png,"[568, 560]","[568, 560]","[-0.630806, -0.0886146, -0.0102]","[0.630806, -0.0886147, -0.0102]"
v_0662_f_0000_rgba.png,"[647, 398]","[647, 398]","[-0.603434, -0.20405, -0.0102]","[0.603434, -0.20405, -0.0102]"
v_0569_f_0000_rgba.png,"[494, 672]","[494, 672]","[-0.469567, -0.430437, -0.0102]","[0.469567, -0.430436, -0.0102]"
v_0449_f_0000_rgba.png,"[542, 523]","[542, 523]","[-0.591955, -0.235282, -0.0102]","[0.591955, -0.235282, -0.0102]"
v_0059_f_0000_rgba.png,"[622, 680]","[622, 680]","[-0.442999, -0.457735, -0.0102]","[0.442999, -0.457735, -0.0102]"
v_0942_f_0000_rgba.png,"[361, 474]","[361, 474]","[-0.5463, -0.327606, -0.0102]","[0.5463, -0.327606, -0.0102]"
v_0395_f_0000_rgba.png,"[776, 432]","[776, 432]","[-0.633374, -0.0678686, -0.0102]","[0.633374, -0.0678685, -0.0102]"
v_0429_f_0000_rgba.png,"[569, 617]","[569, 617]","[-0.510631, -0.380822, -0.0102]","[0.510631, -0.380822, -0.0102]"
v_0908_f_0000_rgba.png,"[446, 271]","[446, 271]","[-0.616718, -0.159463, -0.0102]","[0.616718, -0.159463, -0.0102]"
v_0817_f_0000_rgba.png,"[606, 577]","[606, 577]","[-0.6137, -0.170708, -0.0102]","[0.6137, -0.170708, -0.0102]"
v_0066_f_0000_rgba.png,"[342, 759]","[342, 759]","[-0.580826, -0.261553, -0.0102]","[0.580826, -0.261553, -0.0102]"
v_0644_f_0000_rgba.png,"[647, 383]","[647, 383]","[-0.42004, -0.47889, -0.0102]","[0.42004, -0.47889, -0.0102]"
v_0049_f_0000_rgba.png,"[458, 666]","[458, 666]","[-0.584822, -0.252492, -0.0102]","[0.584822, -0.252492, -0.0102]"
v_0332_f_0000_rgba.png,"[221, 505]","[221, 505]","[-0.636752, -0.0177674, -0.0102]","[0.636752, -0.0177674, -0.0102]"
v_0880_f_0000_rgba.png,"[433, 590]","[433, 590]","[-0.635717, -0.0404068, -0.0102]","[0.635717, -0.0404069, -0.0102]"
v_0919_f_0000_rgba.png,"[506, 329]","[506, 329]","[-0.525118, -0.360583, -0.0102]","[0.525118, -0.360583, -0.0102]"
v_0111_f_0000_rgba.png,"[622, 568]","[622, 568]","[-0.34858, -0.533161, -0.0102]","[0.34858, -0.533161, -0.0102]"
v_0295_f_0000_rgba.png,"[431, 342]","[431, 342]","[-0.417375, -0.481214, -0.0102]","[0.417375, -0.481214, -0.0102]"
v_0757_f_0000_rgba.png,"[245, 479]","[245, 479]","[-0.630328, -0.0919578, -0.0102]","[0.630328, -0.0919578, -0.0102]"
v_0127_f_0000_rgba.png,"[224, 762]","[224, 762]","[-0.636787, -0.0164536, -0.0102]","[0.636787, -0.0164536, -0.0102]"
v_0134_f_0000_rgba.png,"[790, 532]","[790, 532]","[-0.63296, -0.0716305, -0.0102]","[0.63296, -0.0716304, -0.0102]"
v_0934_f_0000_rgba.png,"[623, 499]","[623, 499]","[-0.55587, -0.311092, -0.0102]","[0.555869, -0.311092, -0.0102]"
v_0517_f_0000_rgba.png,"[633, 507]","[633, 507]","[-0.455749, -0.445041, -0.0102]","[0.455749, -0.445041, -0.0102]"
v_0427_f_0000_rgba.png,"[573, 660]","[573, 660]","[-0.629166, -0.0995933, -0.0102]","[0.629166, -0.0995933, -0.0102]"
v_0259_f_0000_rgba.png,"[724, 280]","[724, 280]","[-0.548754, -0.323478, -0.0102]","[0.548754, -0.323478, -0.0102]"
v_0546_f_0000_rgba.png,"[634, 465]","[634, 465]","[-0.440538, -0.460103, -0.0102]","[0.440538, -0.460103, -0.0102]"
v_0305_f_0000_rgba.png,"[714, 391]","[714, 391]","[-0.608376, -0.188807, -0.0102]","[0.608376, -0.188807, -0.0102]"
v_0062_f_0000_rgba.png,"[396, 267]","[396, 267]","[-0.601914, -0.208491, -0.0102]","[0.601914, -0.208491, -0.0102]"
v_0825_f_0000_rgba.png,"[530, 439]","[530, 439]","[-0.636905, -0.0110114, -0.0102]","[0.636905, -0.0110115, -0.0102]"
v_0397_f_0000_rgba.png,"[585, 587]","[585, 587]","[-0.321756, -0.549765, -0.0102]","[0.321756, -0.549765, -0.0102]"
v_0359_f_0000_rgba.png,"[737, 492]","[737, 492]","[-0.518407, -0.370167, -0.0102]","[0.518407, -0.370167, -0.0102]"
v_0085_f_0000_rgba.png,"[662, 308]","[662, 308]","[-0.497015, -0.398429, -0.0102]","[0.497015, -0.398429, -0.0102]"
v_0571_f_0000_rgba.png,"[478, 526]","[478, 526]","[-0.223023, -0.596682, -0.0102]","[0.223023, -0.596682, -0.0102]"
v_0254_f_0000_rgba.png,"[480, 559]","[480, 559]","[-0.249589, -0.586067, -0.0102]","[0.249589, -0.586067, -0.0102]"
v_0455_f_0000_rgba.png,"[402, 375]","[402, 375]","[-0.438096, -0.462429, -0.0102]","[0.438096, -0.462429, -0.0102]"
v_0226_f_0000_rgba.png,"[557, 440]","[557, 440]","[-0.62109, -0.141478, -0.0102]","[0.62109, -0.141478, -0.0102]"
v_0949_f_0000_rgba.png,"[438, 452]","[438, 452]","[-0.366796, -0.520797, -0.0102]","[0.366796, -0.520797, -0.0102]"
v_0753_f_0000_rgba.png,"[608, 413]","[608, 413]","[-0.511145, -0.380132, -0.0102]","[0.511145, -0.380132, -0.0102]"
v_0500_f_0000_rgba.png,"[383, 692]","[383, 692]","[-0.461039, -0.439559, -0.0102]","[0.461038, -0.43956, -0.0102]"
v_0951_f_0000_rgba.png,"[535, 407]","[535, 407]","[-0.534727, -0.346174, -0.0102]","[0.534727, -0.346174, -0.0102]"
v_0199_f_0000_rgba.png,"[252, 576]","[252, 576]","[-0.622886, -0.133347, -0.0102]","[0.622886, -0.133348, -0.0102]"
v_0227_f_0000_rgba.png,"[273, 551]","[273, 551]","[-0.628658, -0.102754, -0.0102]","[0.628658, -0.102754, -0.0102]"
v_0214_f_0000_rgba.png,"[542, 700]","[542, 700]","[-0.576184, -0.271626, -0.0102]","[0.576184, -0.271626, -0.0102]"
v_0861_f_0000_rgba.png,"[232, 458]","[232, 458]","[-0.624437, -0.125886, -0.0102]","[0.624437, -0.125886, -0.0102]"
v_0560_f_0000_rgba.png,"[332, 437]","[332, 437]","[-0.462886, -0.437613, -0.0102]","[0.462886, -0.437613, -0.0102]"
v_0174_f_0000_rgba.png,"[658, 449]","[658, 449]","[-0.385077, -0.507429, -0.0102]","[0.385077, -0.507429, -0.0102]"
v_0683_f_0000_rgba.png,"[297, 680]","[297, 680]","[-0.620418, -0.144398, -0.0102]","[0.620418, -0.144398, -0.0102]"
v_0963_f_0000_rgba.png,"[316, 503]","[316, 503]","[-0.619168, -0.149666, -0.0102]","[0.619168, -0.149666, -0.0102]"
v_0185_f_0000_rgba.png,"[555, 514]","[555, 514]","[-0.244628, -0.588155, -0.0102]","[0.244628, -0.588155, -0.0102]"
v_0489_f_0000_rgba.png,"[278, 253]","[278, 253]","[-0.62349, -0.130495, -0.0102]","[0.62349, -0.130495, -0.0102]"
v_0186_f_0000_rgba.png,"[690, 650]","[690, 650]","[-0.514456, -0.375638, -0.0102]","[0.514456, -0.375638, -0.0102]"
v_0858_f_0000_rgba.png,"[656, 271]","[656, 271]","[-0.562439, -0.29905, -0.0102]","[0.562439, -0.29905, -0.0102]"
v_0879_f_0000_rgba.png,"[593, 355]","[593, 355]","[-0.632812, -0.0729266, -0.0102]","[0.632812, -0.0729268, -0.0102]"
v_0752_f_0000_rgba.png,"[397, 447]","[397, 447]","[-0.607268, -0.19234, -0.0102]","[0.607268, -0.192341, -0.0102]"
v_0596_f_0000_rgba.png,"[749, 539]","[749, 539]","[-0.55223, -0.317508, -0.0102]","[0.55223, -0.317508, -0.0102]"
v_0829_f_0000_rgba.png,"[560, 483]","[560, 483]","[-0.27751, -0.573373, -0.0102]","[0.27751, -0.573373, -0.0102]"
v_0653_f_0000_rgba.png,"[522, 643]","[522, 643]","[-0.494075, -0.402068, -0.0102]","[0.494075, -0.402069, -0.0102]"
v_0758_f_0000_rgba.png,"[508, 442]","[508, 442]","[-0.221249, -0.597342, -0.0102]","[0.221249, -0.597342, -0.0102]"
v_0689_f_0000_rgba.png,"[392, 623]","[392, 623]","[-0.634738, -0.0536322, -0.0102]","[0.634738, -0.0536322, -0.0102]"
v_0277_f_0000_rgba.png,"[362, 611]","[362, 611]","[-0.496798, -0.398699, -0.0102]","[0.496798, -0.398699, -0.0102]"
v_0112_f_0000_rgba.png,"[730, 691]","[730, 691]","[-0.488928, -0.408312, -0.0102]","[0.488928, -0.408312, -0.0102]"
v_0244_f_0000_rgba.png,"[272, 263]","[272, 263]","[-0.635522, -0.043371, -0.0102]","[0.635522, -0.0433711, -0.0102]"
v_0024_f_0000_rgba.png,"[643, 383]","[643, 383]","[-0.603159, -0.204863, -0.0102]","[0.603159, -0.204863, -0.0102]"
v_0804_f_0000_rgba.png,"[545, 438]","[545, 438]","[-0.282137, -0.571111, -0.0102]","[0.282137, -0.571111, -0.0102]"
v_0051_f_0000_rgba.png,"[428, 443]","[428, 443]","[-0.574016, -0.276178, -0.0102]","[0.574016, -0.276178, -0.0102]"
v_0216_f_0000_rgba.png,"[523, 523]","[523, 523]","[-0.327292, -0.546488, -0.0102]","[0.327292, -0.546488, -0.0102]"
v_0474_f_0000_rgba.png,"[590, 463]","[590, 463]","[-0.619796, -0.147045, -0.0102]","[0.619796, -0.147045, -0.0102]"
v_0393_f_0000_rgba.png,"[395, 419]","[395, 419]","[-0.387632, -0.505481, -0.0102]","[0.387632, -0.50548, -0.0102]"
v_0462_f_0000_rgba.png,"[706, 570]","[706, 570]","[-0.458834, -0.44186, -0.0102]","[0.458834, -0.44186, -0.0102]"
v_0074_f_0000_rgba.png,"[653, 577]","[653, 577]","[-0.449468, -0.451385, -0.0102]","[0.449467, -0.451385, -0.0102]"
v_0073_f_0000_rgba.png,"[596, 376]","[596, 376]","[-0.526892, -0.357985, -0.0102]","[0.526892, -0.357986, -0.0102]"
v_0700_f_0000_rgba.png,"[557, 255]","[557, 255]","[-0.631017, -0.0870983, -0.0102]","[0.631017, -0.0870983, -0.0102]"
v_0126_f_0000_rgba.png,"[701, 564]","[701, 564]","[-0.510645, -0.380802, -0.0102]","[0.510645, -0.380802, -0.0102]"
v_0618_f_0000_rgba.png,"[367, 700]","[367, 700]","[-0.633527, -0.0664257, -0.0102]","[0.633527, -0.0664256, -0.0102]"
v_0007_f_0000_rgba.png,"[482, 331]","[482, 331]","[-0.630729, -0.0891605, -0.0102]","[0.630729, -0.0891604, -0.0102]"
v_0555_f_0000_rgba.png,"[552, 645]","[552, 645]","[-0.438045, -0.462478, -0.0102]","[0.438045, -0.462478, -0.0102]"
v_0840_f_0000_rgba.png,"[616, 381]","[616, 381]","[-0.405978, -0.490868, -0.0102]","[0.405978, -0.490868, -0.0102]"
v_0887_f_0000_rgba.png,"[779, 759]","[779, 759]","[-0.631748, -0.0816303, -0.0102]","[0.631748, -0.0816304, -0.0102]"
v_0591_f_0000_rgba.png,"[572, 313]","[572, 313]","[-0.63662, -0.0220008, -0.0102]","[0.63662, -0.0220006, -0.0102]"
v_0032_f_0000_rgba.png,"[411, 558]","[411, 558]","[-0.2931, -0.565563, -0.0102]","[0.2931, -0.565563, -0.0102]"
v_0818_f_0000_rgba.png,"[474, 531]","[474, 531]","[-0.25284, -0.584672, -0.0102]","[0.25284, -0.584672, -0.0102]"
v_0808_f_0000_rgba.png,"[460, 664]","[460, 664]","[-0.574457, -0.27526, -0.0102]","[0.574457, -0.27526, -0.0102]"
v_0028_f_0000_rgba.png,"[587, 526]","[587, 526]","[-0.621534, -0.139517, -0.0102]","[0.621534, -0.139517, -0.0102]"
v_0416_f_0000_rgba.png,"[583, 537]","[583, 537]","[-0.431084, -0.468973, -0.0102]","[0.431084, -0.468973, -0.0102]"
v_0310_f_0000_rgba.png,"[389, 312]","[389, 312]","[-0.454641, -0.446173, -0.0102]","[0.454641, -0.446173, -0.0102]"
v_0765_f_0000_rgba.png,"[544, 220]","[544, 220]","[-0.635547, -0.0430052, -0.0102]","[0.635547, -0.0430053, -0.0102]"
v_0659_f_0000_rgba.png,"[467, 367]","[467, 367]","[-0.363864, -0.52285, -0.0102]","[0.363864, -0.52285, -0.0102]"
v_0039_f_0000_rgba.png,"[512, 800]","[512, 800]","[-0.6355, -0.0436953, -0.0102]","[0.6355, -0.0436953, -0.0102]"
v_0721_f_0000_rgba.png,"[304, 348]","[304, 348]","[-0.529288, -0.354434, -0.0102]","[0.529288, -0.354434, -0.0102]"
v_0046_f_0000_rgba.png,"[445, 456]","[445, 456]","[-0.334901, -0.541858, -0.0102]","[0.334901, -0.541858, -0.0102]"
v_0539_f_0000_rgba.png,"[515, 666]","[515, 666]","[-0.391818, -0.502242, -0.0102]","[0.391818, -0.502242, -0.0102]"
v_0058_f_0000_rgba.png,"[753, 548]","[753, 548]","[-0.604333, -0.201371, -0.0102]","[0.604333, -0.201371, -0.0102]"
v_0433_f_0000_rgba.png,"[464, 317]","[464, 317]","[-0.599392, -0.215634, -0.0102]","[0.599392, -0.215634, -0.0102]"
v_0867_f_0000_rgba.png,"[482, 522]","[482, 522]","[-0.551257, -0.319195, -0.0102]","[0.551256, -0.319195, -0.0102]"
v_0623_f_0000_rgba.png,"[731, 284]","[731, 284]","[-0.636831, -0.0146672, -0.0102]","[0.636831, -0.0146671, -0.0102]"
v_0723_f_0000_rgba.png,"[397, 499]","[397, 499]","[-0.440104, -0.460518, -0.0102]","[0.440104, -0.460518, -0.0102]"
v_0322_f_0000_rgba.png,"[286, 292]","[286, 292]","[-0.601071, -0.21091, -0.0102]","[0.601071, -0.21091, -0.0102]"
v_0143_f_0000_rgba.png,"[396, 681]","[396, 681]","[-0.406528, -0.490412, -0.0102]","[0.406528, -0.490412, -0.0102]"
v_0452_f_0000_rgba.png,"[462, 614]","[462, 614]","[-0.552091, -0.31775, -0.0102]","[0.552091, -0.31775, -0.0102]"
v_0079_f_0000_rgba.png,"[405, 413]","[405, 413]","[-0.337012, -0.540548, -0.0102]","[0.337011, -0.540548, -0.0102]"
v_0360_f_0000_rgba.png,"[569, 735]","[569, 735]","[-0.541058, -0.336192, -0.0102]","[0.541058, -0.336192, -0.0102]"
v_0562_f_0000_rgba.png,"[584, 396]","[584, 396]","[-0.301892, -0.560919, -0.0102]","[0.301892, -0.560919, -0.0102]"
v_0877_f_0000_rgba.png,"[461, 571]","[461, 571]","[-0.225999, -0.595562, -0.0102]","[0.225999, -0.595562, -0.0102]"
v_0605_f_0000_rgba.png,"[384, 402]","[384, 402]","[-0.363899, -0.522825, -0.0102]","[0.363899, -0.522825, -0.0102]"
v_0935_f_0000_rgba.png,"[553, 547]","[553, 547]","[-0.260973, -0.581087, -0.0102]","[0.260973, -0.581087, -0.0102]"
v_0638_f_0000_rgba.png,"[577, 521]","[577, 521]","[-0.258806, -0.582055, -0.0102]","[0.258806, -0.582055, -0.0102]"
v_0932_f_0000_rgba.png,"[563, 623]","[563, 623]","[-0.505284, -0.387888, -0.0102]","[0.505284, -0.387888, -0.0102]"
v_0033_f_0000_rgba.png,"[512, 285]","[512, 285]","[-0.55367, -0.314989, -0.0102]","[0.55367, -0.314989, -0.0102]"
v_0076_f_0000_rgba.png,"[395, 610]","[395, 610]","[-0.520263, -0.367553, -0.0102]","[0.520263, -0.367553, -0.0102]"
v_0914_f_0000_rgba.png,"[371, 396]","[371, 396]","[-0.500264, -0.394341, -0.0102]","[0.500264, -0.394341, -0.0102]"
v_0847_f_0000_rgba.png,"[331, 561]","[331, 561]","[-0.636646, -0.0212424, -0.0102]","[0.636646, -0.0212423, -0.0102]"
v_0016_f_0000_rgba.png,"[533, 602]","[533, 602]","[-0.611504, -0.178413, -0.0102]","[0.611504, -0.178413, -0.0102]"
v_0687_f_0000_rgba.png,"[552, 539]","[552, 539]","[-0.270624, -0.576656, -0.0102]","[0.270624, -0.576656, -0.0102]"
v_0197_f_0000_rgba.png,"[302, 644]","[302, 644]","[-0.536434, -0.343523, -0.0102]","[0.536434, -0.343523, -0.0102]"
v_0300_f_0000_rgba.png,"[557, 514]","[557, 514]","[-0.305425, -0.559003, -0.0102]","[0.305425, -0.559003, -0.0102]"
v_0084_f_0000_rgba.png,"[426, 555]","[426, 555]","[-0.269182, -0.57733, -0.0102]","[0.269182, -0.57733, -0.0102]"
v_0027_f_0000_rgba.png,"[524, 354]","[524, 354]","[-0.610251, -0.182654, -0.0102]","[0.610251, -0.182654, -0.0102]"
v_0476_f_0000_rgba.png,"[489, 595]","[489, 595]","[-0.232026, -0.59324, -0.0102]","[0.232026, -0.59324, -0.0102]"
v_0312_f_0000_rgba.png,"[691, 429]","[691, 429]","[-0.61531, -0.164809, -0.0102]","[0.61531, -0.164809, -0.0102]"
v_0566_f_0000_rgba.png,"[540, 437]","[540, 437]","[-0.243104, -0.588786, -0.0102]","[0.243104, -0.588786, -0.0102]"
v_0838_f_0000_rgba.png,"[226, 590]","[226, 590]","[-0.636829, -0.0147528, -0.0102]","[0.636829, -0.0147529, -0.0102]"
v_0928_f_0000_rgba.png,"[319, 328]","[319, 328]","[-0.626573, -0.114784, -0.0102]","[0.626573, -0.114784, -0.0102]"
v_0461_f_0000_rgba.png,"[574, 352]","[574, 352]","[-0.505937, -0.387035, -0.0102]","[0.505938, -0.387035, -0.0102]"
v_0516_f_0000_rgba.png,"[500, 352]","[500, 352]","[-0.430147, -0.469832, -0.0102]","[0.430147, -0.469832, -0.0102]"
v_0335_f_0000_rgba.png,"[515, 485]","[515, 485]","[-0.271373, -0.576303, -0.0102]","[0.271373, -0.576303, -0.0102]"
v_0953_f_0000_rgba.png,"[352, 459]","[352, 459]","[-0.371693, -0.517314, -0.0102]","[0.371693, -0.517314, -0.0102]"
v_0634_f_0000_rgba.png,"[327, 769]","[327, 769]","[-0.607446, -0.191777, -0.0102]","[0.607446, -0.191777, -0.0102]"
v_0779_f_0000_rgba.png,"[497, 561]","[497, 561]","[-0.261873, -0.580682, -0.0102]","[0.261873, -0.580682, -0.0102]"
v_0119_f_0000_rgba.png,"[370, 699]","[370, 699]","[-0.569953, -0.28447, -0.0102]","[0.569953, -0.28447, -0.0102]"
v_0120_f_0000_rgba.png,"[684, 401]","[684, 401]","[-0.439942, -0.460674, -0.0102]","[0.439942, -0.460674, -0.0102]"
v_0875_f_0000_rgba.png,"[638, 449]","[638, 449]","[-0.478027, -0.421022, -0.0102]","[0.478027, -0.421022, -0.0102]"
v_0511_f_0000_rgba.png,"[322, 545]","[322, 545]","[-0.569374, -0.285627, -0.0102]","[0.569374, -0.285627, -0.0102]"
v_0651_f_0000_rgba.png,"[555, 569]","[555, 569]","[-0.247406, -0.586992, -0.0102]","[0.247406, -0.586992, -0.0102]"
v_0628_f_0000_rgba.png,"[470, 436]","[470, 436]","[-0.516826, -0.372371, -0.0102]","[0.516826, -0.372371, -0.0102]"
v_0125_f_0000_rgba.png,"[577, 462]","[577, 462]","[-0.634059, -0.0611459, -0.0102]","[0.634059, -0.0611458, -0.0102]"
v_0554_f_0000_rgba.png,"[600, 513]","[600, 513]","[-0.324192, -0.548333, -0.0102]","[0.324192, -0.548333, -0.0102]"
v_0248_f_0000_rgba.png,"[656, 378]","[656, 378]","[-0.46125, -0.439337, -0.0102]","[0.46125, -0.439337, -0.0102]"
v_0912_f_0000_rgba.png,"[635, 436]","[635, 436]","[-0.409599, -0.48785, -0.0102]","[0.409599, -0.48785, -0.0102]"
v_0245_f_0000_rgba.png,"[572, 296]","[572, 296]","[-0.621675, -0.138885, -0.0102]","[0.621675, -0.138885, -0.0102]"
v_0469_f_0000_rgba.png,"[542, 494]","[542, 494]","[-0.303989, -0.559785, -0.0102]","[0.303989, -0.559785, -0.0102]"
v_0014_f_0000_rgba.png,"[350, 371]","[350, 371]","[-0.471962, -0.42781, -0.0102]","[0.471962, -0.42781, -0.0102]"
v_0835_f_0000_rgba.png,"[534, 470]","[534, 470]","[-0.579541, -0.264388, -0.0102]","[0.579541, -0.264388, -0.0102]"
v_0327_f_0000_rgba.png,"[400, 482]","[400, 482]","[-0.510403, -0.381126, -0.0102]","[0.510403, -0.381127, -0.0102]"
v_0754_f_0000_rgba.png,"[650, 620]","[650, 620]","[-0.534043, -0.347227, -0.0102]","[0.534043, -0.347227, -0.0102]"
v_0979_f_0000_rgba.png,"[760, 707]","[760, 707]","[-0.57192, -0.280493, -0.0102]","[0.57192, -0.280493, -0.0102]"
v_0550_f_0000_rgba.png,"[723, 361]","[723, 361]","[-0.584025, -0.25433, -0.0102]","[0.584025, -0.25433, -0.0102]"
v_0597_f_0000_rgba.png,"[599, 727]","[599, 727]","[-0.504982, -0.388282, -0.0102]","[0.504982, -0.388282, -0.0102]"
v_0281_f_0000_rgba.png,"[608, 339]","[608, 339]","[-0.447847, -0.452993, -0.0102]","[0.447847, -0.452993, -0.0102]"
v_0220_f_0000_rgba.png,"[425, 562]","[425, 562]","[-0.442733, -0.457992, -0.0102]","[0.442733, -0.457992, -0.0102]"
v_0762_f_0000_rgba.png,"[768, 711]","[768, 711]","[-0.626526, -0.115041, -0.0102]","[0.626526, -0.115041, -0.0102]"
v_0172_f_0000_rgba.png,"[751, 481]","[751, 481]","[-0.590268, -0.239484, -0.0102]","[0.590268, -0.239484, -0.0102]"
v_0333_f_0000_rgba.png,"[537, 366]","[537, 366]","[-0.341289, -0.537857, -0.0102]","[0.341289, -0.537857, -0.0102]"
v_0904_f_0000_rgba.png,"[395, 336]","[395, 336]","[-0.590013, -0.240112, -0.0102]","[0.590013, -0.240112, -0.0102]"
v_0531_f_0000_rgba.png,"[797, 736]","[797, 736]","[-0.636312, -0.029606, -0.0102]","[0.636312, -0.0296061, -0.0102]"
v_0673_f_0000_rgba.png,"[537, 498]","[537, 498]","[-0.366703, -0.520862, -0.0102]","[0.366704, -0.520862, -0.0102]"
v_0529_f_0000_rgba.png,"[681, 703]","[681, 703]","[-0.636996, -0.00213898, -0.0102]","[0.636996, -0.00213887, -0.0102]"
v_0352_f_0000_rgba.png,"[527, 402]","[527, 402]","[-0.284451, -0.569962, -0.0102]","[0.284451, -0.569962, -0.0102]"
v_0091_f_0000_rgba.png,"[638, 522]","[638, 522]","[-0.625934, -0.118217, -0.0102]","[0.625934, -0.118217, -0.0102]"
v_0057_f_0000_rgba.png,"[540, 611]","[540, 611]","[-0.274412, -0.574863, -0.0102]","[0.274412, -0.574863, -0.0102]"
v_0925_f_0000_rgba.png,"[572, 478]","[572, 478]","[-0.539181, -0.339195, -0.0102]","[0.539181, -0.339195, -0.0102]"
v_0577_f_0000_rgba.png,"[512, 457]","[512, 457]","[-0.350034, -0.532208, -0.0102]","[0.350034, -0.532208, -0.0102]"
v_0454_f_0000_rgba.png,"[375, 589]","[375, 589]","[-0.465404, -0.434934, -0.0102]","[0.465404, -0.434934, -0.0102]"
v_0663_f_0000_rgba.png,"[258, 649]","[258, 649]","[-0.612998, -0.173212, -0.0102]","[0.612998, -0.173212, -0.0102]"
v_0906_f_0000_rgba.png,"[571, 607]","[571, 607]","[-0.517086, -0.37201, -0.0102]","[0.517086, -0.37201, -0.0102]"
v_0652_f_0000_rgba.png,"[673, 666]","[673, 666]","[-0.600876, -0.211465, -0.0102]","[0.600876, -0.211465, -0.0102]"
v_0718_f_0000_rgba.png,"[381, 596]","[381, 596]","[-0.618621, -0.151913, -0.0102]","[0.618621, -0.151913, -0.0102]"
v_0263_f_0000_rgba.png,"[459, 455]","[459, 455]","[-0.248789, -0.586407, -0.0102]","[0.248789, -0.586407, -0.0102]"
v_0338_f_0000_rgba.png,"[374, 383]","[374, 383]","[-0.316781, -0.552647, -0.0102]","[0.316781, -0.552647, -0.0102]"
v_0666_f_0000_rgba.png,"[590, 250]","[590, 250]","[-0.595745, -0.225515, -0.0102]","[0.595745, -0.225515, -0.0102]"
v_0937_f_0000_rgba.png,"[637, 310]","[637, 310]","[-0.492444, -0.404065, -0.0102]","[0.492443, -0.404065, -0.0102]"
v_0948_f_0000_rgba.png,"[474, 618]","[474, 618]","[-0.312574, -0.555037, -0.0102]","[0.312574, -0.555037, -0.0102]"
v_0602_f_0000_rgba.png,"[543, 602]","[543, 602]","[-0.459168, -0.441514, -0.0102]","[0.459168, -0.441513, -0.0102]"
v_0814_f_0000_rgba.png,"[679, 459]","[679, 459]","[-0.424323, -0.475099, -0.0102]","[0.424323, -0.475099, -0.0102]"
v_0292_f_0000_rgba.png,"[555, 642]","[555, 642]","[-0.386994, -0.505969, -0.0102]","[0.386994, -0.505969, -0.0102]"
v_0176_f_0000_rgba.png,"[675, 347]","[675, 347]","[-0.614442, -0.168019, -0.0102]","[0.614442, -0.168019, -0.0102]"
v_0146_f_0000_rgba.png,"[488, 416]","[488, 416]","[-0.284356, -0.57001, -0.0102]","[0.284355, -0.57001, -0.0102]"
v_0491_f_0000_rgba.png,"[491, 436]","[491, 436]","[-0.269602, -0.577134, -0.0102]","[0.269602, -0.577134, -0.0102]"
v_0622_f_0000_rgba.png,"[321, 724]","[321, 724]","[-0.570402, -0.283568, -0.0102]","[0.570402, -0.283568, -0.0102]"
v_0744_f_0000_rgba.png,"[577, 502]","[577, 502]","[-0.589718, -0.240835, -0.0102]","[0.589718, -0.240835, -0.0102]"
v_0694_f_0000_rgba.png,"[675, 650]","[675, 650]","[-0.543557, -0.332137, -0.0102]","[0.543557, -0.332137, -0.0102]"
v_0749_f_0000_rgba.png,"[391, 597]","[391, 597]","[-0.316942, -0.552555, -0.0102]","[0.316942, -0.552555, -0.0102]"
v_0445_f_0000_rgba.png,"[404, 375]","[404, 375]","[-0.447195, -0.453636, -0.0102]","[0.447195, -0.453636, -0.0102]"
v_0321_f_0000_rgba.png,"[317, 610]","[317, 610]","[-0.525266, -0.360368, -0.0102]","[0.525266, -0.360367, -0.0102]"
v_0411_f_0000_rgba.png,"[401, 347]","[401, 347]","[-0.43629, -0.464134, -0.0102]","[0.43629, -0.464134, -0.0102]"
v_0448_f_0000_rgba.png,"[508, 429]","[508, 429]","[-0.255932, -0.583325, -0.0102]","[0.255931, -0.583325, -0.0102]"
