image_name,dial_value,bbox,camera_matrix
v_0691_f_0000_rgba.png,1.52432,"[367.0, 304.0, 328.0, 211.0]","[0.999875545501709, -0.005184168461710215, -0.014899559319019318, 0.0, 0.0052703144028782845, 0.9999696016311646, 0.0057483455166220665, 0.0, 0.014869305305182934, -0.0058261556550860405, 0.9998724460601807, 0.0, 0.14008410274982452, -0.19816946983337402, 2.9564132690429688, 1.0]"
v_0498_f_0000_rgba.png,1.93273,"[689.0, 323.0, 47.0, 284.0]","[0.9999441504478455, 0.008865059353411198, -0.00574935507029295, 0.0, -0.008868449367582798, 0.9999605417251587, -0.0005644839839078486, 0.0, 0.0057441238313913345, 0.0006154403672553599, 0.9999833106994629, 0.0, -0.5974797606468201, 0.026614489033818245, 3.849550724029541, 1.0]"
v_0440_f_0000_rgba.png,3.93073,"[460.0, 364.0, 60.0, 202.0]","[0.991756796836853, -0.03429194539785385, -0.12346062809228897, 0.0, 0.030191298574209213, 0.9989334940910339, -0.03493378683924675, 0.0, 0.12452690303325653, 0.030918382108211517, 0.9917343854904175, 0.0, 0.7093721032142639, 0.12897980213165283, 5.203760623931885, 1.0]"
v_0161_f_0000_rgba.png,-0.0222224,"[103.0, 416.0, 284.0, 46.0]","[0.9961336255073547, 0.03347204253077507, 0.08122438192367554, 0.0, -0.020846283063292503, 0.9882247447967529, -0.15158279240131378, 0.0, -0.08534172177314758, 0.14930349588394165, 0.9851016402244568, 0.0, 0.32832619547843933, 0.37545695900917053, 3.9432501792907715, 1.0]"
v_0392_f_0000_rgba.png,3.46026,"[290.0, 490.0, 93.0, 195.0]","[0.9662294387817383, -0.029762960970401764, 0.255958616733551, 0.0, -0.001545587438158691, 0.9926199913024902, 0.12125671654939651, 0.0, -0.2576785981655121, -0.11755742132663727, 0.9590526819229126, 0.0, -0.6836832165718079, -0.15576310455799103, 5.189062118530273, 1.0]"
v_0048_f_0000_rgba.png,-1.98919,"[470.0, 333.0, 211.0, 344.0]","[0.9894791841506958, -0.034645576030015945, 0.14046593010425568, 0.0, 0.029043730348348618, 0.9987064003944397, 0.041736748069524765, 0.0, -0.14173021912574768, -0.03721798583865166, 0.9892054200172424, 0.0, -0.6136401295661926, -0.26259011030197144, 2.7933459281921387, 1.0]"
v_0342_f_0000_rgba.png,3.32913,"[331.0, 634.0, 99.0, 172.0]","[0.9947447180747986, 0.021858688443899155, -0.10002551972866058, 0.0, 0.013893566094338894, 0.9390898942947388, 0.3433906137943268, 0.0, 0.10143902897834778, -0.3429757058620453, 0.9338510632514954, 0.0, 1.0602879524230957, -0.8547559976577759, 5.350473880767822, 1.0]"
v_0122_f_0000_rgba.png,-1.55676,"[402.0, 475.0, 327.0, 200.0]","[0.9997347593307495, 0.014207997359335423, -0.018127238377928734, 0.0, -0.011147511191666126, 0.9872190356254578, 0.15897905826568604, 0.0, 0.020154329016804695, -0.15873481333255768, 0.9871155023574829, 0.0, -0.21741342544555664, -0.3894026279449463, 2.994335651397705, 1.0]"
v_0101_f_0000_rgba.png,-0.268469,"[301.0, 488.0, 228.0, 38.0]","[0.9813012480735779, -0.01525009423494339, 0.1918732225894928, 0.0, 0.04536536708474159, 0.9870976805686951, -0.15355847775936127, 0.0, -0.1870558261871338, 0.15939152240753174, 0.9693319797515869, 0.0, -0.7037916779518127, 0.737960159778595, 4.680893898010254, 1.0]"
v_0486_f_0000_rgba.png,4.78659,"[739.0, 214.0, 35.0, 203.0]","[0.9571991562843323, 0.024707850068807602, -0.2883736193180084, 0.0, -0.05135994404554367, 0.9950371384620667, -0.08522439002990723, 0.0, 0.2848367393016815, 0.09638756513595581, 0.9537177085876465, 0.0, 0.5523692965507507, -0.1811566799879074, 5.5431389808654785, 1.0]"
v_0072_f_0000_rgba.png,-0.688889,"[198.0, 697.0, 251.0, 122.0]","[0.9517428874969482, 0.0023860367946326733, 0.30688726902008057, 0.0, -0.009227832779288292, 0.9997401237487793, 0.020845139399170876, 0.0, -0.30675777792930603, -0.022671116515994072, 0.9515175819396973, 0.0, -0.8427441716194153, 0.6695117950439453, 4.116588115692139, 1.0]"
v_0699_f_0000_rgba.png,3.9037,"[235.0, 183.0, 209.0, 179.0]","[0.9708085656166077, 0.05661976709961891, 0.23307709395885468, 0.0, 0.02039838768541813, 0.9487292170524597, -0.3154310882091522, 0.0, -0.23898668587207794, 0.31097760796546936, 0.9198794960975647, 0.0, -0.3189872205257416, 0.6602449417114258, 4.190181732177734, 1.0]"
v_0706_f_0000_rgba.png,6.37718,"[525.0, 448.0, 139.0, 163.0]","[0.9729127883911133, -0.008858312852680683, -0.2310027778148651, 0.0, 0.041640929877758026, 0.9896359443664551, 0.13742902874946594, 0.0, 0.22739125788211823, -0.14332562685012817, 0.9631983041763306, 0.0, 0.9660657048225403, -0.5464506149291992, 5.144348621368408, 1.0]"
v_0662_f_0000_rgba.png,5.0008,"[601.0, 264.0, 144.0, 195.0]","[0.9842648506164551, -0.028509244322776794, -0.1743842512369156, 0.0, 0.015893669798970222, 0.9971820116043091, -0.07331696897745132, 0.0, 0.17598305642604828, 0.06939171254634857, 0.9819443821907043, 0.0, 0.3153703212738037, -0.08879826217889786, 4.785973072052002, 1.0]"
v_0569_f_0000_rgba.png,2.38118,"[454.0, 476.0, 94.0, 283.0]","[0.9900311827659607, -0.030191635712981224, -0.13757458329200745, 0.0, 0.03181914985179901, 0.9994471073150635, 0.009645724669098854, 0.0, 0.1372072994709015, -0.013927074149250984, 0.9904444217681885, 0.0, 0.5811739563941956, 0.4330427646636963, 3.711782455444336, 1.0]"
v_0449_f_0000_rgba.png,2.93073,"[505.0, 365.0, 63.0, 228.0]","[0.9983887076377869, 0.032148122787475586, 0.04676009714603424, 0.0, -0.03655686601996422, 0.994641125202179, 0.09670887887477875, 0.0, -0.04340050742030144, -0.09826245158910751, 0.9942137002944946, 0.0, -0.3167763948440552, -0.4195637106895447, 4.640697479248047, 1.0]"
v_0059_f_0000_rgba.png,-0.886086,"[459.0, 608.0, 241.0, 214.0]","[0.9955936074256897, -0.019865231588482857, -0.0916447788476944, 0.0, 0.04163186997175217, 0.9693441390991211, 0.2421543151140213, 0.0, 0.08402487635612488, -0.2449026256799698, 0.9658998250961304, 0.0, 0.0030019155237823725, -0.3979744613170624, 3.6085667610168457, 1.0]"
v_0942_f_0000_rgba.png,5.75555,"[287.0, 433.0, 240.0, 113.0]","[0.997665524482727, 0.0053939251229166985, 0.06807658076286316, 0.0, 0.0011385470861569047, 0.9954233765602112, -0.09555603563785553, 0.0, -0.06828044354915619, 0.09541047364473343, 0.9930934906005859, 0.0, 0.22479712963104248, 0.2797970175743103, 4.2567548751831055, 1.0]"
v_0395_f_0000_rgba.png,3.46026,"[724.0, 298.0, 81.0, 194.0]","[0.9782418012619019, 0.04880911484360695, -0.20164473354816437, 0.0, -0.04025162383913994, 0.9981151223182678, 0.04632549360394478, 0.0, 0.20352576673030853, -0.037201009690761566, 0.9783625602722168, 0.0, -0.018029438331723213, -0.5798219442367554, 5.305480480194092, 1.0]"
v_0429_f_0000_rgba.png,1.9037,"[493.0, 445.0, 123.0, 251.0]","[0.9865050911903381, -0.040823522955179214, 0.15855960547924042, 0.0, 0.010675936937332153, 0.9823950529098511, 0.18651004135608673, 0.0, -0.1633821725845337, -0.18230032920837402, 0.9695735573768616, 0.0, -0.834352433681488, -0.3853282332420349, 3.927039623260498, 1.0]"
v_0908_f_0000_rgba.png,7.35916,"[380.0, 253.0, 224.0, 38.0]","[0.9975879788398743, -0.0031577397603541613, -0.06934162974357605, 0.0, -0.017695175483822823, 0.9543910026550293, -0.2980347275733948, 0.0, 0.06712014228105545, 0.298542857170105, 0.9520331025123596, 0.0, 0.5998039841651917, 0.5491935014724731, 4.913851737976074, 1.0]"
v_0817_f_0000_rgba.png,6.6024,"[542.0, 519.0, 211.0, 89.0]","[0.991482138633728, -0.018082864582538605, -0.12898142635822296, 0.0, 0.024442395195364952, 0.9985532760620117, 0.047894448041915894, 0.0, 0.1279287487268448, -0.05063910409808159, 0.9904897212982178, 0.0, 0.2628703713417053, 0.017080120742321014, 4.924295902252197, 1.0]"
v_0066_f_0000_rgba.png,-0.703904,"[169.0, 729.0, 246.0, 83.0]","[0.9814228415489197, 0.025395670905709267, 0.1901690810918808, 0.0, -0.05437372997403145, 0.9873781800270081, 0.14875441789627075, 0.0, -0.18399107456207275, -0.15633118152618408, 0.9704163074493408, 0.0, -0.26791486144065857, 0.19898171722888947, 4.54679536819458, 1.0]"
v_0644_f_0000_rgba.png,2.25405,"[574.0, 217.0, 216.0, 249.0]","[0.9984280467033386, -0.006611588876694441, 0.05565724894404411, 0.0, 0.006038994994014502, 0.9999271631240845, 0.010449765250086784, 0.0, -0.05572228506207466, -0.010097225196659565, 0.9983952641487122, 0.0, -0.5757236480712891, -0.3921585977077484, 3.445364475250244, 1.0]"
v_0049_f_0000_rgba.png,-0.872072,"[305.0, 628.0, 221.0, 108.0]","[0.9934051036834717, -0.04017363488674164, -0.10738887637853622, 0.0, 0.06791587918996811, 0.960789680480957, 0.2688320279121399, 0.0, 0.092378169298172, -0.2743525207042694, 0.9571818113327026, 0.0, 0.6536450386047363, -0.7115688323974609, 4.501944541931152, 1.0]"
v_0332_f_0000_rgba.png,3.22502,"[136.0, 388.0, 125.0, 168.0]","[0.9624505639076233, -0.052917368710041046, 0.2662491500377655, 0.0, 0.013966850936412811, 0.9891696572303772, 0.14611069858074188, 0.0, -0.2710973918437958, -0.13690567016601562, 0.9527660012245178, 0.0, -0.24183356761932373, -0.8325850963592529, 5.464794635772705, 1.0]"
v_0880_f_0000_rgba.png,8.95075,"[374.0, 550.0, 195.0, 62.0]","[0.9989060163497925, -0.04484356567263603, -0.013258393853902817, 0.0, 0.04656969755887985, 0.9796853065490723, 0.19505895674228668, 0.0, 0.004241914488375187, -0.19546301662921906, 0.9807019233703613, 0.0, 0.38057681918144226, -0.735499382019043, 5.382161617279053, 1.0]"
v_0919_f_0000_rgba.png,5.53333,"[428.0, 294.0, 260.0, 88.0]","[0.9958664774894714, -0.03536546975374222, -0.08366158604621887, 0.0, 0.02818470634520054, 0.9959388375282288, -0.08550690114498138, 0.0, 0.08634581416845322, 0.08279547840356827, 0.9928188920021057, 0.0, 0.3508789837360382, -0.2611471712589264, 4.098247051239014, 1.0]"
v_0111_f_0000_rgba.png,-1.5017,"[418.0, 497.0, 303.0, 188.0]","[0.9755396246910095, 0.013169513083994389, -0.21942876279354095, 0.0, -0.0113220801576972, 0.999889075756073, 0.009674731642007828, 0.0, 0.21953184902668, -0.006953694391995668, 0.9755805730819702, 0.0, 0.41417616605758667, 0.11913546919822693, 3.1355648040771484, 1.0]"
v_0295_f_0000_rgba.png,0.362162,"[227.0, 236.0, 292.0, 166.0]","[0.9613621234893799, -0.03788137063384056, 0.27266809344291687, 0.0, 0.06677399575710297, 0.9929955005645752, -0.09747364372015, 0.0, -0.26706576347351074, 0.11191460490226746, 0.9571577906608582, 0.0, -0.738234281539917, -0.09131363034248352, 3.4226226806640625, 1.0]"
v_0757_f_0000_rgba.png,6.84765,"[192.0, 389.0, 170.0, 134.0]","[0.948286235332489, -0.020643677562475204, 0.31674453616142273, 0.0, 0.022857673466205597, 0.9997333884239197, -0.0032753306441009045, 0.0, -0.3165924549102783, 0.01034599356353283, 0.9485052227973938, 0.0, -0.5782486200332642, -0.10513146221637726, 5.210590839385986, 1.0]"
v_0127_f_0000_rgba.png,1.03884,"[79.0, 727.0, 207.0, 54.0]","[0.9848090410232544, -0.028193088248372078, 0.17133666574954987, 0.0, -0.0029484345577657223, 0.9838734865188599, 0.17884133756160736, 0.0, -0.1736156940460205, -0.17662975192070007, 0.9688444137573242, 0.0, 0.28975632786750793, 0.08363638073205948, 5.525901794433594, 1.0]"
v_0134_f_0000_rgba.png,1.01381,"[650.0, 500.0, 205.0, 53.0]","[0.9428218007087708, 0.03201531246304512, -0.3317560851573944, 0.0, 0.008972544223070145, 0.9925771355628967, 0.12128541618585587, 0.0, 0.33317649364471436, -0.11732722818851471, 0.9355360865592957, 0.0, 0.6261002421379089, -0.5588626861572266, 5.258425235748291, 1.0]"
v_0934_f_0000_rgba.png,6.61141,"[551.0, 464.0, 242.0, 98.0]","[0.9748199582099915, -0.0017475343775004148, -0.22298656404018402, 0.0, -0.014500175602734089, 0.9973562359809875, -0.0712059736251831, 0.0, 0.22252146899700165, 0.07264634966850281, 0.9722174406051636, 0.0, 0.5834152698516846, 0.2724882960319519, 4.3002610206604, 1.0]"
v_0517_f_0000_rgba.png,2.06086,"[609.0, 297.0, 48.0, 298.0]","[0.9921873211860657, -0.017837604507803917, -0.12347529828548431, 0.0, 0.0036036469973623753, 0.9934105277061462, -0.11455384641885757, 0.0, 0.12470502406358719, 0.113213911652565, 0.9857136011123657, 0.0, 0.100287526845932, 0.4082420766353607, 3.6760129928588867, 1.0]"
v_0427_f_0000_rgba.png,3.74254,"[529.0, 520.0, 69.0, 203.0]","[0.9998558759689331, 0.00426388718187809, -0.0164322629570961, 0.0, -0.002564347581937909, 0.9947715997695923, 0.10209280252456665, 0.0, 0.01678166165947914, -0.10203595459461212, 0.9946391582489014, 0.0, -0.1709207147359848, 0.08952635526657104, 5.208185195922852, 1.0]"
v_0259_f_0000_rgba.png,0.893694,"[562.0, 200.0, 237.0, 126.0]","[0.9838235378265381, 0.022377844899892807, -0.17773714661598206, 0.0, -0.029904814437031746, 0.9987607598304749, -0.03978317603468895, 0.0, 0.17662662267684937, 0.044454820454120636, 0.9832735061645508, 0.0, 0.055468060076236725, -0.608827531337738, 4.249072074890137, 1.0]"
v_0546_f_0000_rgba.png,2.25305,"[598.0, 251.0, 76.0, 304.0]","[0.9798833131790161, -0.03322582691907883, -0.1967860609292984, 0.0, 0.012736481614410877, 0.9944450259208679, -0.10448398441076279, 0.0, 0.199164479970932, 0.09987574815750122, 0.9748632311820984, 0.0, 0.3648378849029541, 0.23454314470291138, 3.591616153717041, 1.0]"
v_0305_f_0000_rgba.png,2.31411,"[599.0, 280.0, 170.0, 164.0]","[0.9764764308929443, -0.026340262964367867, -0.21400927007198334, 0.0, -0.01584862917661667, 0.9810584783554077, -0.1930624395608902, 0.0, 0.215040922164917, 0.1919126808643341, 0.957563042640686, 0.0, 0.26854005455970764, 0.4788944125175476, 4.829348564147949, 1.0]"
v_0062_f_0000_rgba.png,-0.644845,"[242.0, 239.0, 223.0, 71.0]","[0.9972660541534424, -0.029857510700821877, -0.06759431958198547, 0.0, 0.019760316237807274, 0.9891759753227234, -0.14539742469787598, 0.0, 0.07120388001203537, 0.14366422593593597, 0.987061619758606, 0.0, 0.7475243806838989, -0.25569289922714233, 4.717621803283691, 1.0]"
v_0825_f_0000_rgba.png,8.32613,"[477.0, 376.0, 174.0, 94.0]","[0.9919484853744507, -0.0034070455003529787, 0.126596137881279, 0.0, 0.007744391914457083, 0.9993991255760193, -0.033784911036491394, 0.0, -0.12640497088432312, 0.034493301063776016, 0.9913788437843323, 0.0, -0.785184919834137, -0.13231147825717926, 5.5010986328125, 1.0]"
v_0397_f_0000_rgba.png,-0.0972977,"[443.0, 386.0, 224.0, 302.0]","[0.9605720043182373, -0.024110401049256325, -0.27698394656181335, 0.0, 0.019936174154281616, 0.9996414184570312, -0.017876936122775078, 0.0, 0.2773156464099884, 0.011650084517896175, 0.9607082009315491, 0.0, 0.6698154211044312, 0.22361181676387787, 2.9668989181518555, 1.0]"
v_0359_f_0000_rgba.png,1.38518,"[619.0, 343.0, 178.0, 218.0]","[0.9999017715454102, 0.013528954237699509, 0.0036705429665744305, 0.0, -0.012714829295873642, 0.9855528473854065, -0.16889023780822754, 0.0, -0.005902422592043877, 0.16882698237895966, 0.9856280088424683, 0.0, -0.754145622253418, 0.6038464307785034, 3.968869686126709, 1.0]"
v_0085_f_0000_rgba.png,-0.614815,"[486.0, 260.0, 258.0, 123.0]","[0.9574973583221436, 0.04459400847554207, -0.28497397899627686, 0.0, -0.07953564077615738, 0.9904930591583252, -0.11223869025707245, 0.0, 0.27725955843925476, 0.13013383746147156, 0.9519413113594055, 0.0, 0.6710315942764282, -0.14755602180957794, 3.8829727172851562, 1.0]"
v_0571_f_0000_rgba.png,0.306106,"[397.0, 263.0, 205.0, 385.0]","[0.9661593437194824, 0.036961741745471954, 0.2552841305732727, 0.0, -0.01703149825334549, 0.9966617822647095, -0.07984521239995956, 0.0, -0.2573831379413605, 0.0727953240275383, 0.9635635614395142, 0.0, -0.6058340668678284, 0.22406429052352905, 2.5483250617980957, 1.0]"
v_0254_f_0000_rgba.png,-1.1033,"[196.0, 528.0, 403.0, 80.0]","[0.9959416389465332, -0.019446007907390594, 0.08787582069635391, 0.0, 0.024513134732842445, 0.9980757236480713, -0.05695609375834465, 0.0, -0.08659914880990982, 0.058879055082798004, 0.9945018291473389, 0.0, -0.16458240151405334, 0.263953298330307, 2.712986946105957, 1.0]"
v_0455_f_0000_rgba.png,1.67648,"[348.0, 164.0, 96.0, 301.0]","[0.9768102765083313, 0.005625470541417599, 0.214032843708992, 0.0, -0.0025675755459815264, 0.9998906850814819, -0.014562351629137993, 0.0, -0.21409136056900024, 0.013675108551979065, 0.9767178893089294, 0.0, -0.4518527686595917, -0.34242433309555054, 3.561765193939209, 1.0]"
v_0226_f_0000_rgba.png,1.86066,"[421.0, 373.0, 196.0, 102.0]","[0.9876776337623596, -0.043260689824819565, 0.1504039466381073, 0.0, 0.05328117683529854, 0.9965748190879822, -0.0632437914609909, 0.0, -0.14715281128883362, 0.0704781785607338, 0.9865996241569519, 0.0, -0.9375469088554382, 0.07309925556182861, 4.965292930603027, 1.0]"
v_0949_f_0000_rgba.png,3.81561,"[353.0, 367.0, 252.0, 246.0]","[0.9681681394577026, -0.015455232001841068, 0.24982315301895142, 0.0, 0.003172685392200947, 0.9987694025039673, 0.04949309304356575, 0.0, -0.2502806484699249, -0.04712502658367157, 0.9670257568359375, 0.0, -0.6246339082717896, -0.31063714623451233, 3.1792869567871094, 1.0]"
v_0753_f_0000_rgba.png,4.34815,"[531.0, 333.0, 257.0, 126.0]","[0.9751316905021667, 0.0016708592884242535, -0.22162000834941864, 0.0, -0.010623165406286716, 0.9991745352745056, -0.0392090268433094, 0.0, 0.22137156128883362, 0.040588270872831345, 0.9743444919586182, 0.0, 0.5841453671455383, -0.15490712225437164, 3.985396385192871, 1.0]"
v_0500_f_0000_rgba.png,1.9968,"[358.0, 489.0, 48.0, 295.0]","[0.9934126734733582, 0.010056153871119022, -0.11414948850870132, 0.0, 0.013275324366986752, 0.9793352484703064, 0.20180748403072357, 0.0, 0.11382002383470535, -0.20199349522590637, 0.9727505445480347, 0.0, 0.8047529458999634, -0.21119344234466553, 3.6423072814941406, 1.0]"
v_0951_f_0000_rgba.png,5.82963,"[464.0, 359.0, 232.0, 140.0]","[0.9739287495613098, 0.007426513358950615, -0.22673258185386658, 0.0, -0.054885171353816986, 0.977484941482544, -0.20374195277690887, 0.0, 0.220114603638649, 0.21087439358234406, 0.9524083137512207, 0.0, 0.8601341247558594, 0.5331940054893494, 4.073241233825684, 1.0]"
v_0199_f_0000_rgba.png,1.57838,"[110.0, 522.0, 205.0, 84.0]","[0.9995569586753845, -0.029458675533533096, -0.004256423097103834, 0.0, 0.029764574021100998, 0.9894241690635681, 0.14196448028087616, 0.0, 2.9322276532184333e-05, -0.14202827215194702, 0.9898626208305359, 0.0, 1.04916512966156, -0.4782441556453705, 4.956510066986084, 1.0]"
v_0227_f_0000_rgba.png,1.86066,"[141.0, 471.0, 189.0, 117.0]","[0.9172976613044739, -0.00351446564309299, 0.39818668365478516, 0.0, -0.021266890689730644, 0.998101532459259, 0.05780168995261192, 0.0, -0.3976338803768158, -0.06148954853415489, 0.915481448173523, 0.0, -1.1288586854934692, -0.15425625443458557, 5.082080841064453, 1.0]"
v_0214_f_0000_rgba.png,0.557357,"[379.0, 650.0, 235.0, 83.0]","[0.9963849186897278, -0.02053104154765606, 0.0824354812502861, 0.0, 0.02009086310863495, 0.9997791647911072, 0.006165723782032728, 0.0, -0.08254386484622955, -0.00448723416775465, 0.9965773224830627, 0.0, -0.46554240584373474, 0.6630785465240479, 4.448086261749268, 1.0]"
v_0861_f_0000_rgba.png,7.88268,"[166.0, 431.0, 212.0, 46.0]","[0.9252508282661438, -0.0288331788033247, 0.378258615732193, 0.0, -0.009629832580685616, 0.9950008988380432, 0.09940037876367569, 0.0, -0.3792336881160736, -0.09561284631490707, 0.9203477501869202, 0.0, -0.8427441120147705, -0.7236635088920593, 4.995415210723877, 1.0]"
v_0560_f_0000_rgba.png,2.38118,"[289.0, 242.0, 104.0, 282.0]","[0.9967367649078369, -0.006903868168592453, -0.08042465150356293, 0.0, 0.014957936480641365, 0.994877278804779, 0.09997710585594177, 0.0, 0.0793224349617958, -0.10085384547710419, 0.9917340874671936, 0.0, 0.8246192336082458, -0.5974302887916565, 3.6101508140563965, 1.0]"
v_0174_f_0000_rgba.png,-1.11732,"[439.0, 412.0, 319.0, 68.0]","[0.9705004692077637, 0.01720874197781086, -0.24048440158367157, 0.0, -0.049162015318870544, 0.9906179904937744, -0.12751126289367676, 0.0, 0.2360338717699051, 0.1355724334716797, 0.9622411727905273, 0.0, 0.4074058532714844, 0.27554455399513245, 3.3013806343078613, 1.0]"
v_0683_f_0000_rgba.png,6.18899,"[247.0, 563.0, 153.0, 173.0]","[0.9804193377494812, 0.014400254003703594, 0.19639374315738678, 0.0, -0.03702012076973915, 0.9930186867713928, 0.11199705302715302, 0.0, -0.19340987503528595, -0.11707460135221481, 0.9741078615188599, 0.0, -0.13835826516151428, 0.10220328718423843, 5.032768249511719, 1.0]"
v_0963_f_0000_rgba.png,7.86366,"[250.0, 485.0, 217.0, 45.0]","[0.9982935190200806, -0.046723414212465286, -0.03502817079424858, 0.0, 0.049379367381334305, 0.9956313967704773, 0.07924484461545944, 0.0, 0.031172556802630424, -0.08083928376436234, 0.9962395429611206, 0.0, 0.9361072778701782, -0.4697128236293793, 4.912414073944092, 1.0]"
v_0185_f_0000_rgba.png,-1.41161,"[299.0, 448.0, 375.0, 146.0]","[0.9827240705490112, -0.037041425704956055, -0.18133202195167542, 0.0, 0.015376005321741104, 0.9927203059196472, -0.11945714801549911, 0.0, 0.1844368278980255, 0.11460525542497635, 0.9761396646499634, 0.0, 0.4055842161178589, 0.31949564814567566, 2.6645779609680176, 1.0]"
v_0489_f_0000_rgba.png,4.30711,"[251.0, 89.0, 46.0, 231.0]","[0.9572598934173584, -0.03394373133778572, 0.28723037242889404, 0.0, 0.10152193158864975, 0.9693349003791809, -0.22379259765148163, 0.0, -0.2708260715007782, 0.2433878630399704, 0.9313514828681946, 0.0, -0.5431920886039734, 0.1658545583486557, 5.060939311981201, 1.0]"
v_0186_f_0000_rgba.png,0.125926,"[501.0, 628.0, 273.0, 46.0]","[0.9927516579627991, 0.014105221256613731, -0.11935334652662277, 0.0, 0.001005060039460659, 0.9920799136161804, 0.12560419738292694, 0.0, 0.12017972767353058, -0.1248137354850769, 0.9848747849464417, 0.0, -0.09155704081058502, -0.06253226846456528, 4.0469512939453125, 1.0]"
v_0858_f_0000_rgba.png,5.93874,"[581.0, 250.0, 250.0, 42.0]","[0.9963014125823975, 0.011423668824136257, 0.0851643979549408, 0.0, 0.0028064220678061247, 0.9862685203552246, -0.16512589156627655, 0.0, -0.085881307721138, 0.16475416719913483, 0.9825886487960815, 0.0, -0.8691158890724182, -0.12248487770557404, 4.3160858154296875, 1.0]"
v_0879_f_0000_rgba.png,7.97678,"[533.0, 318.0, 203.0, 58.0]","[0.9998862147331238, -0.015082810074090958, -0.0001919435744639486, 0.0, 0.014751497656106949, 0.9804213643074036, -0.19635769724845886, 0.0, 0.0031498114112764597, 0.19633252918720245, 0.9805322885513306, 0.0, -0.34057554602622986, 0.38255196809768677, 5.292276382446289, 1.0]"
v_0752_f_0000_rgba.png,5.84765,"[337.0, 361.0, 189.0, 130.0]","[0.985427737236023, -0.03324514627456665, 0.16681413352489471, 0.0, 0.023528872057795525, 0.997927725315094, 0.05988851562142372, 0.0, -0.1684594601392746, -0.055090855807065964, 0.9841678738594055, 0.0, -0.37522298097610474, -0.5303038358688354, 4.803430557250977, 1.0]"
v_0596_f_0000_rgba.png,3.75255,"[707.0, 371.0, 115.0, 242.0]","[0.9548247456550598, 0.01374661736190319, -0.29685142636299133, 0.0, 0.0024690779391676188, 0.9985280632972717, 0.054181717336177826, 0.0, 0.2971592843532562, -0.052466992288827896, 0.9533852934837341, 0.0, 0.48229989409446716, -0.14052826166152954, 4.288880348205566, 1.0]"
v_0829_f_0000_rgba.png,2.22703,"[449.0, 424.0, 376.0, 139.0]","[0.9810383915901184, 0.035566311329603195, -0.190522238612175, 0.0, -0.05436353012919426, 0.9940525889396667, -0.0943613052368164, 0.0, 0.18603304028511047, 0.10292952507734299, 0.9771372675895691, 0.0, 0.4214303493499756, 0.22424428164958954, 2.811464309692383, 1.0]"
v_0653_f_0000_rgba.png,3.60741,"[459.0, 495.0, 191.0, 220.0]","[0.991622269153595, 0.002657325705513358, 0.12914423644542694, 0.0, 0.0040720608085393906, 0.9986483454704285, -0.05181555449962616, 0.0, -0.12910737097263336, 0.05190734192728996, 0.9902711510658264, 0.0, -0.5350118279457092, 0.6152029633522034, 3.8420724868774414, 1.0]"
v_0758_f_0000_rgba.png,1.0989,"[384.0, 405.0, 409.0, 91.0]","[0.9947960376739502, -0.009068808518350124, 0.10148221254348755, 0.0, 0.012173803523182869, 0.9994751811027527, -0.03001907467842102, 0.0, -0.10115671157836914, 0.03109828010201454, 0.9943843483924866, 0.0, -0.25816741585731506, -0.06471681594848633, 2.5991134643554688, 1.0]"
v_0689_f_0000_rgba.png,6.18899,"[349.0, 512.0, 133.0, 162.0]","[0.9934695959091187, 0.033410266041755676, 0.10909584909677505, 0.0, -0.04594375565648079, 0.9923633337020874, 0.11447364836931229, 0.0, -0.10443811863660812, -0.11873836070299149, 0.9874177575111389, 0.0, -0.0654292032122612, -0.13908393681049347, 5.387972831726074, 1.0]"
v_0277_f_0000_rgba.png,0.792592,"[190.0, 518.0, 251.0, 147.0]","[0.9992496371269226, 0.016522876918315887, 0.035030025988817215, 0.0, -0.020870720967650414, 0.9916020035743713, 0.12763169407844543, 0.0, -0.03262700140476227, -0.12826701998710632, 0.9912028312683105, 0.0, 0.33557263016700745, -0.1795244812965393, 3.9196324348449707, 1.0]"
v_0112_f_0000_rgba.png,-0.501702,"[543.0, 646.0, 272.0, 118.0]","[0.9980918765068054, -0.06131990998983383, -0.007241291459649801, 0.0, 0.06130063533782959, 0.9981152415275574, -0.002854631980881095, 0.0, 0.007402689196169376, 0.002405289327725768, 0.9999697208404541, 0.0, -0.606660008430481, 0.5996218323707581, 3.802839756011963, 1.0]"
v_0244_f_0000_rgba.png,2.28809,"[148.0, 173.0, 178.0, 132.0]","[0.9998199939727783, -0.018748797476291656, 0.002915611956268549, 0.0, 0.018926749005913734, 0.9746235609054565, -0.22304868698120117, 0.0, 0.001340270391665399, 0.22306372225284576, 0.9748029708862305, 0.0, 1.0005991458892822, 0.12275981903076172, 5.341903209686279, 1.0]"
v_0024_f_0000_rgba.png,-1.02122,"[492.0, 353.0, 218.0, 82.0]","[0.9960225820541382, 0.05427895858883858, 0.07065984606742859, 0.0, -0.05610135942697525, 0.998134970664978, 0.02406589686870575, 0.0, -0.06922179460525513, -0.02793429046869278, 0.9972101449966431, 0.0, -0.8027480244636536, -0.6523438692092896, 4.688996315002441, 1.0]"
